Driver code,Race name,Race year,Q1,Q2,Q3
SAI,Styrian Grand Prix,2020,1:18.590,1:18.836,1:20.671
BOT,Styrian Grand Prix,2020,1:18.791,1:18.657,1:20.701
OCO,Styrian Grand Prix,2020,1:19.687,1:18.764,1:20.922
NOR,Styrian Grand Prix,2020,1:18.504,1:18.448,1:20.925
ALB,Styrian Grand Prix,2020,1:20.882,1:19.014,1:21.011
GAS,Styrian Grand Prix,2020,1:20.192,1:18.744,1:21.028
RIC,Styrian Grand Prix,2020,1:19.662,1:19.229,1:21.192
VET,Styrian Grand Prix,2020,1:20.243,1:19.545,1:21.651
LEC,Styrian Grand Prix,2020,1:20.871,1:19.628,\N
RUS,Styrian Grand Prix,2020,1:20.382,1:19.636,\N
STR,Styrian Grand Prix,2020,1:19.697,1:19.645,\N
KVY,Styrian Grand Prix,2020,1:19.824,1:19.717,\N
MAG,Styrian Grand Prix,2020,1:21.140,1:20.211,\N
RAI,Styrian Grand Prix,2020,1:21.140,\N,\N
PER,Styrian Grand Prix,2020,1:21.607,\N,\N
LAT,Styrian Grand Prix,2020,1:21.759,\N,\N
GIO,Styrian Grand Prix,2020,1:21.831,\N,\N
GRO,Styrian Grand Prix,2020,\N,\N,\N
BOT,Hungarian Grand Prix,2020,1:15.474,1:14.530,1:13.554
STR,Hungarian Grand Prix,2020,1:14.895,1:15.176,1:14.377
PER,Hungarian Grand Prix,2020,1:14.681,1:15.394,1:14.545
VET,Hungarian Grand Prix,2020,1:15.455,1:15.131,1:14.774
LEC,Hungarian Grand Prix,2020,1:15.793,1:15.006,1:14.817
VER,Hungarian Grand Prix,2020,1:15.495,1:14.976,1:14.849
NOR,Hungarian Grand Prix,2020,1:15.444,1:15.085,1:14.966
SAI,Hungarian Grand Prix,2020,1:15.281,1:15.267,1:15.027
GAS,Hungarian Grand Prix,2020,1:15.767,1:15.508,\N
RIC,Hungarian Grand Prix,2020,1:15.848,1:15.661,\N
RUS,Hungarian Grand Prix,2020,1:15.585,1:15.698,\N
ALB,Hungarian Grand Prix,2020,1:15.722,1:15.715,\N
OCO,Hungarian Grand Prix,2020,1:15.719,1:15.742,\N
LAT,Hungarian Grand Prix,2020,1:16.105,1:16.544,\N
MAG,Hungarian Grand Prix,2020,1:16.152,\N,\N
KVY,Hungarian Grand Prix,2020,1:16.204,\N,\N
GRO,Hungarian Grand Prix,2020,1:16.407,\N,\N
GIO,Hungarian Grand Prix,2020,1:16.506,\N,\N
RAI,Hungarian Grand Prix,2020,1:16.614,\N,\N
HAM,Hungarian Grand Prix,2020,1:14.907,1:14.261,1:13.447
HAM,British Grand Prix,2020,1:25.900,1:25.347,1:24.303
BOT,British Grand Prix,2020,1:25.801,1:25.015,1:24.616
VER,British Grand Prix,2020,1:26.115,1:26.144,1:25.325
LEC,British Grand Prix,2020,1:26.550,1:26.203,1:25.427
NOR,British Grand Prix,2020,1:26.855,1:26.420,1:25.782
STR,British Grand Prix,2020,1:26.243,1:26.501,1:25.839
SAI,British Grand Prix,2020,1:26.715,1:26.149,1:25.965
RIC,British Grand Prix,2020,1:26.677,1:26.339,1:26.009
OCO,British Grand Prix,2020,1:26.396,1:26.252,1:26.209
VET,British Grand Prix,2020,1:26.469,1:26.455,1:26.339
GAS,British Grand Prix,2020,1:26.343,1:26.501,\N
ALB,British Grand Prix,2020,1:26.565,1:26.545,\N
HUL,British Grand Prix,2020,1:26.327,1:26.566,\N
KVY,British Grand Prix,2020,1:26.774,1:26.744,\N
RUS,British Grand Prix,2020,1:26.732,1:27.092,\N
MAG,British Grand Prix,2020,1:27.158,\N,\N
GIO,British Grand Prix,2020,1:27.164,\N,\N
RAI,British Grand Prix,2020,1:27.366,\N,\N
GRO,British Grand Prix,2020,1:27.643,\N,\N
LAT,British Grand Prix,2020,1:27.705,\N,\N
BOT,70th Anniversary Grand Prix,2020,1:26.738,1:25.785,1:25.154
HAM,70th Anniversary Grand Prix,2020,1:26.818,1:26.266,1:25.217
HUL,70th Anniversary Grand Prix,2020,1:27.279,1:26.261,1:26.082
VER,70th Anniversary Grand Prix,2020,1:27.154,1:26.779,1:26.176
RIC,70th Anniversary Grand Prix,2020,1:27.442,1:26.636,1:26.297
STR,70th Anniversary Grand Prix,2020,1:27.187,1:26.674,1:26.428
GAS,70th Anniversary Grand Prix,2020,1:27.154,1:26.523,1:26.534
LEC,70th Anniversary Grand Prix,2020,1:27.427,1:26.709,1:26.614
ALB,70th Anniversary Grand Prix,2020,1:27.153,1:26.642,1:26.669
NOR,70th Anniversary Grand Prix,2020,1:27.217,1:26.885,1:26.778
OCO,70th Anniversary Grand Prix,2020,1:27.278,1:27.011,\N
VET,70th Anniversary Grand Prix,2020,1:27.612,1:27.078,\N
SAI,70th Anniversary Grand Prix,2020,1:27.450,1:27.083,\N
GRO,70th Anniversary Grand Prix,2020,1:27.519,1:27.254,\N
RUS,70th Anniversary Grand Prix,2020,1:27.757,1:27.455,\N
KVY,70th Anniversary Grand Prix,2020,1:27.882,\N,\N
MAG,70th Anniversary Grand Prix,2020,1:28.236,\N,\N
LAT,70th Anniversary Grand Prix,2020,1:28.430,\N,\N
GIO,70th Anniversary Grand Prix,2020,1:28.433,\N,\N
RAI,70th Anniversary Grand Prix,2020,1:28.493,\N,\N
HAM,Spanish Grand Prix,2020,1:16.872,1:16.013,1:15.584
BOT,Spanish Grand Prix,2020,1:17.243,1:16.152,1:15.643
VER,Spanish Grand Prix,2020,1:17.213,1:16.518,1:16.292
PER,Spanish Grand Prix,2020,1:17.117,1:16.936,1:16.482
STR,Spanish Grand Prix,2020,1:17.316,1:16.666,1:16.589
ALB,Spanish Grand Prix,2020,1:17.419,1:17.163,1:17.029
SAI,Spanish Grand Prix,2020,1:17.438,1:16.876,1:17.044
NOR,Spanish Grand Prix,2020,1:17.577,1:17.166,1:17.084
LEC,Spanish Grand Prix,2020,1:17.256,1:16.953,1:17.087
GAS,Spanish Grand Prix,2020,1:17.356,1:16.800,1:17.136
VET,Spanish Grand Prix,2020,1:17.573,1:17.168,\N
KVY,Spanish Grand Prix,2020,1:17.676,1:17.192,\N
RIC,Spanish Grand Prix,2020,1:17.667,1:17.198,\N
RAI,Spanish Grand Prix,2020,1:17.797,1:17.386,\N
OCO,Spanish Grand Prix,2020,1:17.765,1:17.567,\N
MAG,Spanish Grand Prix,2020,1:17.908,\N,\N
GRO,Spanish Grand Prix,2020,1:18.089,\N,\N
RUS,Spanish Grand Prix,2020,1:18.099,\N,\N
LAT,Spanish Grand Prix,2020,1:18.532,\N,\N
GIO,Spanish Grand Prix,2020,1:18.697,\N,\N
HAM,Belgian Grand Prix,2020,1:42.323,1:42.014,1:41.252
BOT,Belgian Grand Prix,2020,1:42.534,1:42.126,1:41.763
VER,Belgian Grand Prix,2020,1:43.197,1:42.473,1:41.778
RIC,Belgian Grand Prix,2020,1:43.309,1:42.487,1:42.061
ALB,Belgian Grand Prix,2020,1:43.418,1:42.193,1:42.264
OCO,Belgian Grand Prix,2020,1:43.505,1:42.534,1:42.396
SAI,Belgian Grand Prix,2020,1:43.322,1:42.478,1:42.438
PER,Belgian Grand Prix,2020,1:43.349,1:42.670,1:42.532
STR,Belgian Grand Prix,2020,1:43.265,1:42.491,1:42.603
NOR,Belgian Grand Prix,2020,1:43.514,1:42.722,1:42.657
KVY,Belgian Grand Prix,2020,1:43.267,1:42.730,\N
GAS,Belgian Grand Prix,2020,1:43.262,1:42.745,\N
LEC,Belgian Grand Prix,2020,1:43.656,1:42.996,\N
VET,Belgian Grand Prix,2020,1:43.567,1:43.261,\N
RUS,Belgian Grand Prix,2020,1:43.630,1:43.468,\N
RAI,Belgian Grand Prix,2020,1:43.743,\N,\N
GRO,Belgian Grand Prix,2020,1:43.838,\N,\N
GIO,Belgian Grand Prix,2020,1:43.950,\N,\N
LAT,Belgian Grand Prix,2020,1:44.138,\N,\N
MAG,Belgian Grand Prix,2020,1:44.314,\N,\N
HAM,Italian Grand Prix,2020,1:19.514,1:19.092,1:18.887
BOT,Italian Grand Prix,2020,1:19.786,1:18.952,1:18.956
SAI,Italian Grand Prix,2020,1:20.099,1:19.705,1:19.695
PER,Italian Grand Prix,2020,1:20.048,1:19.718,1:19.720
VER,Italian Grand Prix,2020,1:20.193,1:19.780,1:19.795
NOR,Italian Grand Prix,2020,1:20.344,1:19.962,1:19.820
RIC,Italian Grand Prix,2020,1:20.548,1:20.031,1:19.864
STR,Italian Grand Prix,2020,1:20.400,1:19.924,1:20.049
ALB,Italian Grand Prix,2020,1:21.104,1:20.064,1:20.090
GAS,Italian Grand Prix,2020,1:20.145,1:19.909,1:20.177
KVY,Italian Grand Prix,2020,1:20.307,1:20.169,\N
OCO,Italian Grand Prix,2020,1:20.747,1:20.234,\N
LEC,Italian Grand Prix,2020,1:20.443,1:20.273,\N
RAI,Italian Grand Prix,2020,1:21.010,1:20.926,\N
MAG,Italian Grand Prix,2020,1:20.869,1:21.573,\N
GRO,Italian Grand Prix,2020,1:21.139,\N,\N
VET,Italian Grand Prix,2020,1:21.151,\N,\N
GIO,Italian Grand Prix,2020,1:21.206,\N,\N
RUS,Italian Grand Prix,2020,1:21.587,\N,\N
LAT,Italian Grand Prix,2020,1:21.717,\N,\N
HAM,Tuscan Grand Prix,2020,1:15.778,1:15.309,1:15.144
BOT,Tuscan Grand Prix,2020,1:15.749,1:15.322,1:15.203
VER,Tuscan Grand Prix,2020,1:16.335,1:15.471,1:15.509
ALB,Tuscan Grand Prix,2020,1:16.527,1:15.914,1:15.954
LEC,Tuscan Grand Prix,2020,1:16.698,1:16.324,1:16.270
PER,Tuscan Grand Prix,2020,1:16.596,1:16.489,1:16.311
STR,Tuscan Grand Prix,2020,1:16.701,1:16.271,1:16.356
RIC,Tuscan Grand Prix,2020,1:16.981,1:16.243,1:16.543
SAI,Tuscan Grand Prix,2020,1:16.993,1:16.522,1:17.870
OCO,Tuscan Grand Prix,2020,1:16.825,1:16.297,\N
NOR,Tuscan Grand Prix,2020,1:16.895,1:16.640,\N
KVY,Tuscan Grand Prix,2020,1:16.928,1:16.854,\N
RAI,Tuscan Grand Prix,2020,1:17.059,1:16.854,\N
VET,Tuscan Grand Prix,2020,1:17.072,1:16.858,\N
GRO,Tuscan Grand Prix,2020,1:17.069,1:17.254,\N
GAS,Tuscan Grand Prix,2020,1:17.125,\N,\N
GIO,Tuscan Grand Prix,2020,1:17.220,\N,\N
RUS,Tuscan Grand Prix,2020,1:17.232,\N,\N
LAT,Tuscan Grand Prix,2020,1:17.320,\N,\N
MAG,Tuscan Grand Prix,2020,1:17.348,\N,\N
HAM,Russian Grand Prix,2020,1:32.983,1:32.835,1:31.304
VER,Russian Grand Prix,2020,1:33.630,1:33.157,1:31.867
BOT,Russian Grand Prix,2020,1:32.656,1:32.405,1:31.956
PER,Russian Grand Prix,2020,1:33.704,1:33.038,1:32.317
RIC,Russian Grand Prix,2020,1:33.650,1:32.218,1:32.364
SAI,Russian Grand Prix,2020,1:33.967,1:32.757,1:32.550
OCO,Russian Grand Prix,2020,1:33.557,1:33.196,1:32.624
NOR,Russian Grand Prix,2020,1:33.804,1:33.081,1:32.847
GAS,Russian Grand Prix,2020,1:33.734,1:33.139,1:33.000
ALB,Russian Grand Prix,2020,1:33.919,1:33.153,1:33.008
LEC,Russian Grand Prix,2020,1:34.071,1:33.239,\N
KVY,Russian Grand Prix,2020,1:33.511,1:33.249,\N
STR,Russian Grand Prix,2020,1:33.852,1:33.364,\N
RUS,Russian Grand Prix,2020,1:34.020,1:33.583,\N
VET,Russian Grand Prix,2020,1:34.134,1:33.609,\N
GRO,Russian Grand Prix,2020,1:34.592,\N,\N
GIO,Russian Grand Prix,2020,1:34.594,\N,\N
MAG,Russian Grand Prix,2020,1:34.681,\N,\N
LAT,Russian Grand Prix,2020,1:35.066,\N,\N
RAI,Russian Grand Prix,2020,1:35.267,\N,\N
BOT,Eifel Grand Prix,2020,1:26.573,1:25.971,1:25.269
HAM,Eifel Grand Prix,2020,1:26.620,1:25.390,1:25.525
VER,Eifel Grand Prix,2020,1:26.319,1:25.467,1:25.562
LEC,Eifel Grand Prix,2020,1:26.857,1:26.240,1:26.035
ALB,Eifel Grand Prix,2020,1:27.126,1:26.285,1:26.047
RIC,Eifel Grand Prix,2020,1:26.836,1:26.096,1:26.223
OCO,Eifel Grand Prix,2020,1:27.086,1:26.364,1:26.242
NOR,Eifel Grand Prix,2020,1:26.829,1:26.316,1:26.458
PER,Eifel Grand Prix,2020,1:27.120,1:26.330,1:26.704
SAI,Eifel Grand Prix,2020,1:27.378,1:26.361,1:26.709
VET,Eifel Grand Prix,2020,1:27.107,1:26.738,\N
GAS,Eifel Grand Prix,2020,1:27.072,1:26.776,\N
KVY,Eifel Grand Prix,2020,1:27.285,1:26.848,\N
GIO,Eifel Grand Prix,2020,1:27.532,1:26.936,\N
MAG,Eifel Grand Prix,2020,1:27.231,1:27.125,\N
GRO,Eifel Grand Prix,2020,1:27.552,\N,\N
RUS,Eifel Grand Prix,2020,1:27.564,\N,\N
LAT,Eifel Grand Prix,2020,1:27.812,\N,\N
RAI,Eifel Grand Prix,2020,1:27.817,\N,\N
HUL,Eifel Grand Prix,2020,1:28.021,\N,\N
STR,Portuguese Grand Prix,2020,1:17.667,1:17.626,\N
OCO,Portuguese Grand Prix,2020,1:17.775,1:17.614,\N
RIC,Portuguese Grand Prix,2020,1:17.621,1:17.481,\N
GAS,Portuguese Grand Prix,2020,1:17.209,1:17.367,1:17.803
NOR,Portuguese Grand Prix,2020,1:17.547,1:17.321,1:17.525
SAI,Portuguese Grand Prix,2020,1:17.627,1:17.183,1:17.520
ALB,Portuguese Grand Prix,2020,1:17.435,1:17.411,1:17.437
PER,Portuguese Grand Prix,2020,1:17.370,1:17.129,1:17.223
LEC,Portuguese Grand Prix,2020,1:17.421,1:17.367,1:17.090
VER,Portuguese Grand Prix,2020,1:16.879,1:17.038,1:16.904
BOT,Portuguese Grand Prix,2020,1:16.945,1:16.466,1:16.754
HAM,Portuguese Grand Prix,2020,1:16.828,1:16.824,1:16.652
KVY,Portuguese Grand Prix,2020,1:17.841,1:17.728,\N
RUS,Portuguese Grand Prix,2020,1:17.931,1:17.788,\N
VET,Portuguese Grand Prix,2020,1:17.446,1:17.919,\N
RAI,Portuguese Grand Prix,2020,1:18.201,\N,\N
GIO,Portuguese Grand Prix,2020,1:18.323,\N,\N
GRO,Portuguese Grand Prix,2020,1:18.364,\N,\N
MAG,Portuguese Grand Prix,2020,1:18.508,\N,\N
LAT,Portuguese Grand Prix,2020,1:18.777,\N,\N
BOT,Emilia Romagna Grand Prix,2020,1:14.221,1:14.585,1:13.609
HAM,Emilia Romagna Grand Prix,2020,1:14.229,1:14.643,1:13.706
VER,Emilia Romagna Grand Prix,2020,1:15.034,1:14.974,1:14.176
GAS,Emilia Romagna Grand Prix,2020,1:15.183,1:14.681,1:14.502
RIC,Emilia Romagna Grand Prix,2020,1:15.474,1:14.953,1:14.520
ALB,Emilia Romagna Grand Prix,2020,1:15.402,1:14.745,1:14.572
LEC,Emilia Romagna Grand Prix,2020,1:15.123,1:15.017,1:14.616
KVY,Emilia Romagna Grand Prix,2020,1:15.412,1:15.022,1:14.696
NOR,Emilia Romagna Grand Prix,2020,1:15.274,1:15.051,1:14.814
SAI,Emilia Romagna Grand Prix,2020,1:15.528,1:15.027,1:14.911
PER,Emilia Romagna Grand Prix,2020,1:15.407,1:15.061,\N
OCO,Emilia Romagna Grand Prix,2020,1:15.352,1:15.201,\N
RUS,Emilia Romagna Grand Prix,2020,1:15.760,1:15.323,\N
VET,Emilia Romagna Grand Prix,2020,1:15.571,1:15.385,\N
STR,Emilia Romagna Grand Prix,2020,1:15.822,1:15.494,\N
GRO,Emilia Romagna Grand Prix,2020,1:15.918,\N,\N
MAG,Emilia Romagna Grand Prix,2020,1:15.939,\N,\N
RAI,Emilia Romagna Grand Prix,2020,1:15.953,\N,\N
LAT,Emilia Romagna Grand Prix,2020,1:15.987,\N,\N
GIO,Emilia Romagna Grand Prix,2020,1:16.208,\N,\N
STR,Turkish Grand Prix,2020,2:07.467,1:53.372,1:47.765
VER,Turkish Grand Prix,2020,1:57.485,1:50.293,1:48.055
PER,Turkish Grand Prix,2020,2:07.614,1:54.097,1:49.321
ALB,Turkish Grand Prix,2020,1:59.431,1:52.282,1:50.448
RIC,Turkish Grand Prix,2020,2:05.598,1:54.278,1:51.595
HAM,Turkish Grand Prix,2020,2:07.599,1:52.709,1:52.560
OCO,Turkish Grand Prix,2020,2:06.115,1:53.657,1:52.622
RAI,Turkish Grand Prix,2020,2:01.249,1:53.793,1:52.745
BOT,Turkish Grand Prix,2020,2:07.001,1:53.767,1:53.258
GIO,Turkish Grand Prix,2020,2:07.341,1:53.431,1:57.226
NOR,Turkish Grand Prix,2020,2:07.167,1:54.945,\N
VET,Turkish Grand Prix,2020,2:03.356,1:55.169,\N
SAI,Turkish Grand Prix,2020,2:07.489,1:55.410,\N
LEC,Turkish Grand Prix,2020,2:04.464,1:56.696,\N
GAS,Turkish Grand Prix,2020,2:05.579,1:58.556,\N
MAG,Turkish Grand Prix,2020,2:08.007,\N,\N
KVY,Turkish Grand Prix,2020,2:09.070,\N,\N
RUS,Turkish Grand Prix,2020,2:10.017,\N,\N
GRO,Turkish Grand Prix,2020,2:12.909,\N,\N
LAT,Turkish Grand Prix,2020,2:21.611,\N,\N
HAM,Bahrain Grand Prix,2020,1:28.343,1:27.586,1:27.264
BOT,Bahrain Grand Prix,2020,1:28.767,1:28.063,1:27.553
VER,Bahrain Grand Prix,2020,1:28.885,1:28.025,1:27.678
ALB,Bahrain Grand Prix,2020,1:28.732,1:28.749,1:28.274
PER,Bahrain Grand Prix,2020,1:29.178,1:28.894,1:28.322
RIC,Bahrain Grand Prix,2020,1:29.005,1:28.648,1:28.417
OCO,Bahrain Grand Prix,2020,1:29.203,1:28.937,1:28.419
GAS,Bahrain Grand Prix,2020,1:28.971,1:29.008,1:28.448
NOR,Bahrain Grand Prix,2020,1:29.464,1:28.877,1:28.542
KVY,Bahrain Grand Prix,2020,1:29.158,1:28.944,1:28.618
VET,Bahrain Grand Prix,2020,1:29.142,1:29.149,\N
LEC,Bahrain Grand Prix,2020,1:29.137,1:29.165,\N
STR,Bahrain Grand Prix,2020,1:28.679,1:29.557,\N
RUS,Bahrain Grand Prix,2020,1:29.294,1:31.218,\N
SAI,Bahrain Grand Prix,2020,1:28.975,\N,\N
GIO,Bahrain Grand Prix,2020,1:29.491,\N,\N
RAI,Bahrain Grand Prix,2020,1:29.810,\N,\N
MAG,Bahrain Grand Prix,2020,1:30.111,\N,\N
GRO,Bahrain Grand Prix,2020,1:30.138,\N,\N
LAT,Bahrain Grand Prix,2020,1:30.182,\N,\N
BOT,Sakhir Grand Prix,2020,0:53.904,0:53.803,0:53.377
RUS,Sakhir Grand Prix,2020,0:54.160,0:53.819,0:53.403
VER,Sakhir Grand Prix,2020,0:54.037,0:53.647,0:53.433
LEC,Sakhir Grand Prix,2020,0:54.249,0:53.825,0:53.613
PER,Sakhir Grand Prix,2020,0:54.236,0:53.787,0:53.790
KVY,Sakhir Grand Prix,2020,0:54.346,0:53.856,0:53.906
RIC,Sakhir Grand Prix,2020,0:54.388,0:53.871,0:53.957
SAI,Sakhir Grand Prix,2020,0:54.450,0:53.818,0:54.010
GAS,Sakhir Grand Prix,2020,0:54.207,0:53.941,0:54.154
STR,Sakhir Grand Prix,2020,0:54.595,0:53.840,0:54.200
OCO,Sakhir Grand Prix,2020,0:54.309,0:53.995,\N
ALB,Sakhir Grand Prix,2020,0:54.620,0:54.026,\N
VET,Sakhir Grand Prix,2020,0:54.301,0:54.175,\N
GIO,Sakhir Grand Prix,2020,0:54.523,0:54.377,\N
NOR,Sakhir Grand Prix,2020,0:54.194,0:54.693,\N
MAG,Sakhir Grand Prix,2020,0:54.705,\N,\N
LAT,Sakhir Grand Prix,2020,0:54.796,\N,\N
AIT,Sakhir Grand Prix,2020,0:54.892,\N,\N
RAI,Sakhir Grand Prix,2020,0:54.963,\N,\N
FIT,Sakhir Grand Prix,2020,0:55.426,\N,\N
VER,Abu Dhabi Grand Prix,2020,1:35.993,1:35.641,1:35.246
BOT,Abu Dhabi Grand Prix,2020,1:35.699,1:35.527,1:35.271
HAM,Abu Dhabi Grand Prix,2020,1:35.528,1:35.466,1:35.332
NOR,Abu Dhabi Grand Prix,2020,1:36.016,1:35.849,1:35.497
ALB,Abu Dhabi Grand Prix,2020,1:36.106,1:35.654,1:35.571
SAI,Abu Dhabi Grand Prix,2020,1:36.517,1:36.192,1:35.815
KVY,Abu Dhabi Grand Prix,2020,1:36.459,1:36.214,1:35.963
STR,Abu Dhabi Grand Prix,2020,1:36.502,1:36.143,1:36.046
LEC,Abu Dhabi Grand Prix,2020,1:35.881,1:35.932,1:36.065
GAS,Abu Dhabi Grand Prix,2020,1:36.545,1:36.282,1:36.242
OCO,Abu Dhabi Grand Prix,2020,1:36.783,1:36.359,\N
RIC,Abu Dhabi Grand Prix,2020,1:36.704,1:36.406,\N
VET,Abu Dhabi Grand Prix,2020,1:36.655,1:36.631,\N
GIO,Abu Dhabi Grand Prix,2020,1:37.075,1:38.248,\N
PER,Abu Dhabi Grand Prix,2020,1:36.034,\N,\N
RAI,Abu Dhabi Grand Prix,2020,1:37.555,\N,\N
MAG,Abu Dhabi Grand Prix,2020,1:37.863,\N,\N
RUS,Abu Dhabi Grand Prix,2020,1:38.045,\N,\N
FIT,Abu Dhabi Grand Prix,2020,1:38.173,\N,\N
LAT,Abu Dhabi Grand Prix,2020,1:38.443,\N,\N
VER,Bahrain Grand Prix,2021,1:30.499,1:30.318,1:28.997
HAM,Bahrain Grand Prix,2021,1:30.617,1:30.085,1:29.385
BOT,Bahrain Grand Prix,2021,1:31.200,1:30.186,1:29.586
LEC,Bahrain Grand Prix,2021,1:30.691,1:30.010,1:29.678
GAS,Bahrain Grand Prix,2021,1:30.848,1:30.513,1:29.809
RIC,Bahrain Grand Prix,2021,1:30.795,1:30.222,1:29.927
NOR,Bahrain Grand Prix,2021,1:30.902,1:30.099,1:29.974
SAI,Bahrain Grand Prix,2021,1:31.653,1:30.009,1:30.215
ALO,Bahrain Grand Prix,2021,1:30.863,1:30.595,1:30.249
STR,Bahrain Grand Prix,2021,1:31.261,1:30.624,1:30.601
PER,Bahrain Grand Prix,2021,1:31.165,1:30.659,\N
GIO,Bahrain Grand Prix,2021,1:30.998,1:30.708,\N
TSU,Bahrain Grand Prix,2021,1:30.607,1:31.203,\N
RAI,Bahrain Grand Prix,2021,1:31.547,1:31.238,\N
RUS,Bahrain Grand Prix,2021,1:31.316,1:33.430,\N
OCO,Bahrain Grand Prix,2021,1:31.724,\N,\N
LAT,Bahrain Grand Prix,2021,1:31.936,\N,\N
VET,Bahrain Grand Prix,2021,1:32.056,\N,\N
MSC,Bahrain Grand Prix,2021,1:32.449,\N,\N
MAZ,Bahrain Grand Prix,2021,1:33.273,\N,\N
HAM,Emilia Romagna Grand Prix,2021,1:14.823,1:14.817,1:14.411
PER,Emilia Romagna Grand Prix,2021,1:15.395,1:14.716,1:14.446
VER,Emilia Romagna Grand Prix,2021,1:15.109,1:14.884,1:14.498
LEC,Emilia Romagna Grand Prix,2021,1:15.413,1:14.808,1:14.740
GAS,Emilia Romagna Grand Prix,2021,1:15.548,1:14.927,1:14.790
RIC,Emilia Romagna Grand Prix,2021,1:15.669,1:15.033,1:14.826
NOR,Emilia Romagna Grand Prix,2021,1:15.009,1:14.718,1:14.875
BOT,Emilia Romagna Grand Prix,2021,1:14.672,1:14.905,1:14.898
OCO,Emilia Romagna Grand Prix,2021,1:15.385,1:15.117,1:15.210
STR,Emilia Romagna Grand Prix,2021,1:15.522,1:15.138,\N
SAI,Emilia Romagna Grand Prix,2021,1:15.406,1:15.199,\N
RUS,Emilia Romagna Grand Prix,2021,1:15.826,1:15.261,\N
VET,Emilia Romagna Grand Prix,2021,1:15.459,1:15.394,\N
LAT,Emilia Romagna Grand Prix,2021,1:15.653,1:15.593,\N
ALO,Emilia Romagna Grand Prix,2021,1:15.832,1:15.593,\N
RAI,Emilia Romagna Grand Prix,2021,1:15.974,\N,\N
GIO,Emilia Romagna Grand Prix,2021,1:16.122,\N,\N
MSC,Emilia Romagna Grand Prix,2021,1:16.279,\N,\N
MAZ,Emilia Romagna Grand Prix,2021,1:16.797,\N,\N
TSU,Emilia Romagna Grand Prix,2021,\N,\N,\N
BOT,Portuguese Grand Prix,2021,1:18.722,1:18.458,1:18.348
HAM,Portuguese Grand Prix,2021,1:18.857,1:17.968,1:18.355
VER,Portuguese Grand Prix,2021,1:19.485,1:18.650,1:18.746
PER,Portuguese Grand Prix,2021,1:19.337,1:18.845,1:18.890
SAI,Portuguese Grand Prix,2021,1:19.309,1:18.813,1:19.039
OCO,Portuguese Grand Prix,2021,1:19.092,1:18.586,1:19.042
NOR,Portuguese Grand Prix,2021,1:18.794,1:18.481,1:19.116
LEC,Portuguese Grand Prix,2021,1:19.373,1:18.769,1:19.306
GAS,Portuguese Grand Prix,2021,1:19.464,1:19.052,1:19.475
VET,Portuguese Grand Prix,2021,1:19.403,1:18.970,1:19.659
RUS,Portuguese Grand Prix,2021,1:19.797,1:19.109,\N
GIO,Portuguese Grand Prix,2021,1:19.410,1:19.216,\N
ALO,Portuguese Grand Prix,2021,1:19.728,1:19.456,\N
TSU,Portuguese Grand Prix,2021,1:19.684,1:19.463,\N
RAI,Portuguese Grand Prix,2021,1:19.748,1:19.812,\N
RIC,Portuguese Grand Prix,2021,1:19.839,\N,\N
STR,Portuguese Grand Prix,2021,1:19.913,\N,\N
LAT,Portuguese Grand Prix,2021,1:20.285,\N,\N
MSC,Portuguese Grand Prix,2021,1:20.452,\N,\N
MAZ,Portuguese Grand Prix,2021,1:20.912,\N,\N
HAM,Spanish Grand Prix,2021,1:18.245,1:17.166,1:16.741
VER,Spanish Grand Prix,2021,1:18.090,1:16.922,1:16.777
BOT,Spanish Grand Prix,2021,1:18.005,1:17.142,1:16.873
LEC,Spanish Grand Prix,2021,1:18.041,1:17.717,1:17.510
OCO,Spanish Grand Prix,2021,1:18.281,1:17.743,1:17.580
SAI,Spanish Grand Prix,2021,1:18.205,1:17.656,1:17.620
RIC,Spanish Grand Prix,2021,1:18.264,1:17.719,1:17.622
PER,Spanish Grand Prix,2021,1:18.203,1:17.669,1:17.701
NOR,Spanish Grand Prix,2021,1:17.821,1:17.696,1:18.010
ALO,Spanish Grand Prix,2021,1:18.281,1:17.966,1:18.147
STR,Spanish Grand Prix,2021,1:18.241,1:17.974,\N
GAS,Spanish Grand Prix,2021,1:18.190,1:17.982,\N
VET,Spanish Grand Prix,2021,1:18.289,1:18.079,\N
GIO,Spanish Grand Prix,2021,1:18.549,1:18.356,\N
RUS,Spanish Grand Prix,2021,1:18.445,1:19.154,\N
TSU,Spanish Grand Prix,2021,1:18.556,\N,\N
RAI,Spanish Grand Prix,2021,1:18.917,\N,\N
MSC,Spanish Grand Prix,2021,1:19.117,\N,\N
LAT,Spanish Grand Prix,2021,1:19.219,\N,\N
MAZ,Spanish Grand Prix,2021,1:19.807,\N,\N
LEC,Monaco Grand Prix,2021,1:11.113,1:10.597,1:10.346
VER,Monaco Grand Prix,2021,1:11.124,1:10.650,1:10.576
BOT,Monaco Grand Prix,2021,1:10.938,1:10.695,1:10.601
SAI,Monaco Grand Prix,2021,1:11.324,1:10.806,1:10.611
NOR,Monaco Grand Prix,2021,1:11.321,1:11.031,1:10.620
GAS,Monaco Grand Prix,2021,1:11.560,1:11.179,1:10.900
HAM,Monaco Grand Prix,2021,1:11.622,1:11.116,1:11.095
VET,Monaco Grand Prix,2021,1:12.078,1:11.309,1:11.419
